feature,bin_future,p,N,freq,bin_past,p,N,freq,bin_present,p,N,freq
266,ttag:2010,0.037515357831574364,0.10619543157791186,4511,2,... http://t.co,0.033879084156392188,0.2088526284746775,4511,8,headache,0.026126427728852902,0.33867869049585736,4511,5
267,ttag:2011,0.037515357831574343,0.10619543157791186,4511,2,... http://t.co /,0.033826201314140047,0.2101580395613265,4511,8,girls,0.026090031475047265,0.3396169886996011,4511,20
268,ttag:T10:30,0.037515357831571831,0.10619543157791186,4511,2,today i,0.033790209852151774,0.21084475828309443,4511,5,these,0.026044736397515235,0.3397604278356004,4511,39
269,ttag:T18:00,0.03751535783157154,0.10619543157791186,4511,2,... just,0.033707998806867485,0.21260849063884316,4511,5,to all,0.026023073738317928,0.3397604278356004,4511,19
270,ttag:XXXX-11,0.037515357831570624,0.10619543157791186,4511,2,EXCL,0.033575615937291511,0.21693386667466422,4511,1330,everyone has,0.025978866053955652,0.3401137279373685,4511,5
271,ttag:P2Y,0.037515357831570256,0.10619543157791186,4511,2,amp,0.033450610420484674,0.2197214847650068,4511,70,outside,0.0259262488376375,0.34222137187232793,4511,16
272,ttag:XXXX-03,0.037515357831569798,0.10619543157791186,4511,2,so much .,0.033354545153850876,0.22215916639475433,4511,5,hear,0.025867940868215034,0.34316915807705395,4511,363
273,ttag:P25D,0.037515357831568404,0.10619543157791186,4511,2,thats,0.033207621572903738,0.2251962327538959,4511,23,i wish,0.025849517401744123,0.3435975945782234,4511,24
274,ttag:T22:00,0.037515357831567502,0.10619543157791186,4511,2,things,0.033180581723795392,0.2251962327538959,4511,44,anymore,0.025836123933301203,0.34377802659897216,4511,9
275,ttag:XXXX-10,0.037515357831567495,0.10619543157791186,4511,2,ttag:PXM,0.033155359808474623,0.2251962327538959,4511,4,universe,0.025818794348757518,0.3440301403945234,4511,5
276,i might,0.037335635308018748,0.10922977530629092,4511,6,ttag:XXXX-06,0.033155359808474345,0.2251962327538959,4511,4,shit,0.025765047957068563,0.3440301403945234,4511,62
277,ttag:PT1H,0.037231361428998438,0.11107875288541826,4511,27,ttag:PT6H,0.03315535980847413,0.2251962327538959,4511,4,whats,0.025725907886294353,0.3440301403945234,4511,6
278,be a,0.037073981489109641,0.11409588616079482,4511,30,ttag:P1D-#1,0.033155359808472187,0.2251962327538959,4511,4,how much i,0.025720813430093501,0.3440301403945234,4511,8
279,20,0.037022425118994257,0.11486724347215511,4511,11,lmao,0.033062405104655711,0.22751414720794685,4511,26,afraid,0.025714933532349035,0.3440301403945234,4511,5
280,tomorrow is,0.036950277491804566,0.1158694845674502,4511,5,wtf,0.032976856608159549,0.2299381516299758,4511,13,/,0.025570221683217494,0.3502615133468928,4511,222
281,bed is,0.03694467753422602,0.1158694845674502,4511,5,hour and,0.032967367099223863,0.2299381516299758,4511,5,don't be,0.025507194149908621,0.3515258258304219,4511,5
282,move,0.036925620799876165,0.11594049527129903,4511,12,no .,0.032820749351865977,0.2351316389969929,4511,7,hood,0.025506549898452247,0.3515258258304219,4511,7
283,see you,0.036846839150346332,0.11732458283910044,4511,14,but it,0.032745315155156295,0.23642634375078658,4511,7,*,0.025414749234208056,0.35421380931533547,4511,101
284,me to,0.036703982999642559,0.12005500429328164,4511,16,she said,0.032727192224887597,0.23642634375078658,4511,6,r .,0.025334823631904053,0.35527404317137595,4511,6
285,not going,0.036600523153167724,0.12143447956072077,4511,5,called,0.032725155948005728,0.23642634375078658,4511,19,and its,0.025323475324559207,0.35527404317137595,4511,9
286,take the,0.036445645534054855,0.12427133013286246,4511,5,i keep,0.032721912608140967,0.23642634375078658,4511,5,good morning,0.025317549752959221,0.35527404317137595,4511,7
287,tonight ?,0.036423888163683096,0.1244138843484917,4511,6,... how,0.032683539716954542,0.23730894578016953,4511,5,meanOffset,0.025289134279363808,0.35578103792722837,4511,-943178
288,check,0.036340981839421957,0.12561988395467433,4511,22,JJ,0.032516878274062661,0.24347062796979207,4511,3786,full,0.025275462343177169,0.35578103792722837,4511,16
289,weekend !,0.036216935518470314,0.12786243185442359,4511,9,pissed,0.032464391844415547,0.24459054166450206,4511,9,to go home,0.025231450323093513,0.35628026830329323,4511,5
290,sleep ...,0.036214761990399247,0.12786243185442359,4511,5,awesome,0.03245677895822361,0.24459054166450206,4511,42,killing,0.025210099490557757,0.3568823243199104,4511,7
291,lord,0.036073268053344446,0.13088307930910292,4511,6,first day,0.032423972475698726,0.24462108491251502,4511,7,now ?,0.025190582434128594,0.35737565335148747,4511,11
292,out .,0.035964133042889902,0.13278837111524056,4511,10,slow,0.032423032644489612,0.24462108491251502,4511,6,> >,0.025172142867594307,0.35737565335148747,4511,104
293,forward,0.035936719894521442,0.1330825451810597,4511,11,made it,0.032388012445266998,0.24539471175992272,4511,5,. rt,0.025154996561593979,0.3577679404337438,4511,10
294,to come,0.035911403458600055,0.13320629412457263,4511,16,a big,0.032350749146090825,0.24626527326619976,4511,6,that you,0.025120893778156902,0.35901849230677013,4511,10
295,halloween,0.035834577122107823,0.13446468931876795,4511,11,... and,0.032332965866210747,0.24632379373018065,4511,13,WRB,0.025012269582397783,0.36322023952957644,4511,476
296,if you want,0.035812122486603953,0.13464207506815556,4511,10,says,0.032195297546015189,0.25072093391160993,4511,21,hot,0.024929515456644253,0.36591255911347376,4511,23
297,ttag:T06:00,0.0356187595920422,0.1387269387777934,4511,4,falling,0.032183543671263505,0.25072093391160993,4511,5,love this,0.02488535085652414,0.3669500231540803,4511,5
298,is over,0.035562548723753119,0.13977112799020694,4511,5,much fun,0.03210921278502725,0.2525871314682388,4511,7,know you,0.024874104226101052,0.3669500231540803,4511,6
299,today ! !,0.035475141281051607,0.14162700689756827,4511,11,ah,0.032094756203351095,0.2525871314682388,4511,9,step,0.024872006637384793,0.3669500231540803,4511,6
300,ttag:XXXX-10-31,0.035421438413345156,0.14223966856138925,4511,11,knowing,0.032076299041043012,0.2525871314682388,4511,5,age,0.024748549248988169,0.3704720478455386,4511,5
301,hit,0.035421114983417983,0.14223966856138925,4511,22,home with,0.032043413303383006,0.253065427343744,4511,5,single,0.024665552456545742,0.3712593742370027,4511,12
302,vs,0.035376037039568257,0.14301790404434045,4511,5,tho,0.031829409509191817,0.2598629506403643,4511,22,make me,0.024661446248887973,0.3712593742370027,4511,17
303,i need a,0.035360099708925785,0.14303955759155082,4511,10,PREP,0.031816153880442587,0.2598629506403643,4511,5950,why do,0.024661056142939588,0.3712593742370027,4511,8
304,i guess,0.035283658625195551,0.14425006332538517,4511,23,so much,0.031790203405451113,0.2598629506403643,4511,40,decent,0.024658838225350123,0.3712593742370027,4511,5
305,able to,0.035218952862329241,0.14555772599903363,4511,16,it,0.031789458411203945,0.2598629506403643,4511,531,. no,0.024617723134997431,0.37168981005758306,4511,12
306,at,0.035058342597686247,0.14904324384117146,4511,276,ever !,0.031761218015927503,0.2603987387464055,4511,11,=d,0.024478873067058808,0.3753670717811502,4511,7
307,am .,0.035025812439816777,0.14951712112404927,4511,11,knee,0.031744352056068355,0.26044045393463827,4511,5,he's,0.024463240030184869,0.3755588703101723,4511,17
308,could be,0.034912315644103784,0.1522000535750163,4511,6,which,0.031640800238743265,0.26358561082067505,4511,8,na,0.024456969388582751,0.3755588703101723,4511,8
309,find out,0.034663848823183963,0.1587234502849857,4511,5,my last,0.031614036568408117,0.2640669823647104,4511,6,key,0.024438172595481839,0.37606342020957567,4511,7
310,able,0.034516084416642397,0.1616721691152369,4511,16,n,0.031393433454075567,0.2725019836522228,4511,34,out of my,0.024378539115354279,0.37822474413952084,4511,5
311,so i can,0.034421087150255339,0.16399865361522226,4511,5,amazing !,0.03084015970920009,0.2941255248967119,4511,6,reading,0.024327050275338102,0.3783597298799523,4511,9
312,to buy,0.034380000113552446,0.16476530341403167,4511,7,missed,0.030819566349964932,0.2941255248967119,4511,13,""" ,",0.024321608065189345,0.3783597298799523,4511,7
313,team,0.034340486432506201,0.16548923162101623,4511,13,know !,0.030718866000275007,0.2974727708893293,4511,5,justin,0.024305230736651466,0.37874331217013374,4511,6
314,me,0.034225787464654808,0.1684507429252216,4511,509,third,0.03068535386290738,0.2983387886132345,4511,6,have the,0.024288466368737612,0.37914769046060703,4511,13
315,a little bit,0.034141941900830211,0.17035000069897013,4511,5,a better,0.030529846819954159,0.30365730990952394,4511,6,> > >,0.024276606096524999,0.37929642712957706,4511,73
316,a few,0.03413284117963751,0.17035000069897013,4511,16,? i'm,0.030511568121464258,0.3037891757645262,4511,5,s,0.024265099628085159,0.3794271162617478,4511,32
317,wit,0.033932772820100848,0.1760163498736704,4511,16,talking,0.030481563439979025,0.3045015815389381,4511,12,the time,0.024250630672501383,0.37971302056774053,4511,10
318,to move,0.033915669947686508,0.17608665504108328,4511,6,i just,0.030403185406816448,0.30761854659196103,4511,64,JJR,0.024215865345197918,0.3804822403024173,4511,514
319,catch up,0.033773282290643768,0.1787797848511847,4511,5,pass,0.030167518943959155,0.316363548082753,4511,12,don't care,0.024195479518158244,0.3804822403024173,4511,7
320,i want,0.033770296953502109,0.1787797848511847,4511,43,"home ,",0.030053573849922095,0.32141137858099933,4511,5,is so,0.024155306876071429,0.3804822403024173,4511,29
321,and then,0.033700687770704091,0.18051006739566988,4511,13,"now ,",0.02999761782775761,0.3235051789629899,4511,9,i love my,0.024076934872569067,0.38271862185768757,4511,9
322,got to,0.033647572344845673,0.18172925448570354,4511,5,a day,0.029951453808221312,0.3251003940437582,4511,10,go home,0.023881688386076627,0.38973770574932826,4511,10
323,three,0.033621309243512289,0.18209844030726113,4511,8,respect,0.029875411798703806,0.32745870473999117,4511,10,it in,0.023812428956894685,0.39290302922425335,4511,5
324,think,0.033527452256825435,0.18463695744927563,4511,99,got my,0.029831089749834502,0.32897523054406186,4511,10,confused,0.023804493042433074,0.39290302922425335,4511,5
325,come,0.033450461487942562,0.18665600408175767,4511,67,minute,0.029743540755349986,0.33278327874361235,4511,9,-LRB-,0.023772958731211678,0.3941146767985249,4511,238
326,time to,0.033332144022271228,0.18909235335174185,4511,31,yeah !,0.02966739189430807,0.3360175293469585,4511,6,... my,0.02375448176699425,0.39441225827149096,4511,6
327,sunday,0.033287848413906064,0.19007176126125444,4511,19,. we,0.029630692469542634,0.33633848804907523,4511,6,to be,0.023749685600771377,0.39441225827149096,4511,91
328,ttag:PT2H,0.033090804707509081,0.19617584879018235,4511,9,crazy,0.029591593514405424,0.3372318801542628,4511,20,get it,0.023727956848076034,0.395102043794254,4511,17
329,ill,0.03288973122747859,0.20258568240404232,4511,15,major,0.029583408482773504,0.3372318801542628,4511,5,babe,0.023685600863557185,0.39690038895035085,4511,12
330,join,0.032769097759067882,0.20630861857819333,4511,8,drive,0.029499308686358815,0.3409318003446633,4511,10,needs,0.023651479844799171,0.3980207840608294,4511,16
331,they're,0.032641022179220457,0.20983184492731363,4511,8,forgot,0.029478527162864289,0.34123093831924994,4511,8,have a,0.023647099464814365,0.3980207840608294,4511,58
332,nap,0.032488189123099837,0.21399493485698848,4511,10,and no,0.029363311730233727,0.3466651182797784,4511,5,"though ,",0.023619514737432346,0.39825369783335424,4511,7
333,possibly,0.032482241003011759,0.21399493485698848,4511,7,"""",0.029315032271187522,0.3476431305617794,4511,325,is making,0.023499770073446197,0.3989284415539662,4511,5
334,it too,0.032380760080453264,0.21718433404487925,4511,5,mr,0.029263834494336498,0.34962124300917813,4511,8,looking at,0.023494345558211414,0.3989284415539662,4511,6
335,do it,0.032338148804926942,0.21822310340109344,4511,11,saying,0.029179884643341848,0.3534230150658463,4511,14,they want,0.023491566200732058,0.3989284415539662,4511,5
336,back in the,0.032292090227264196,0.21939478174241464,4511,6,long,0.029142684313433757,0.35372683093359586,4511,52,isn't,0.023440200590601829,0.3989284415539662,4511,16
337,to bed .,0.032183295251070991,0.22215132667111429,4511,6,first time,0.029038654746036771,0.35671095907764777,4511,7,life is,0.02343712697032611,0.3989284415539662,4511,13
338,summer,0.032069416689886138,0.2255976226564448,4511,16,lunch,0.029033761889954865,0.35671095907764777,4511,7,im in,0.023426778537741905,0.3989284415539662,4511,5
339,hw,0.032026004404803639,0.2267032026921422,4511,8,email,0.029030325641904518,0.35671095907764777,4511,5,i have the,0.0234058621241864,0.3989284415539662,4511,7
340,for the night,0.032003714856377818,0.2267271676347043,4511,5,thanks for the,0.028981242120445984,0.358617365764279,4511,6,the future,0.023403277373530467,0.3989284415539662,4511,5
341,to be a,0.031996627324352767,0.2267271676347043,4511,8,when they,0.02894428897208905,0.35945431756363505,4511,7,more than,0.023365428342362254,0.3996126780737972,4511,9
342,want,0.031953198519938643,0.2272237501769388,4511,130,amp ; i,0.028936395008693532,0.35945431756363505,4511,8,starting to,0.023314754986420761,0.4001492116734409,4511,5
343,homecoming,0.031947698278884773,0.2272237501769388,4511,5,chocolate,0.02890817471392634,0.3602009283057693,4511,5,so tired,0.02331172186563106,0.4001492116734409,4511,7
344,the morning,0.031919490562036537,0.2272237501769388,4511,13,needed,0.028825158131139977,0.3627830495231278,4511,9,relationship,0.023293223687258682,0.40068186907943754,4511,5
345,ready to,0.031916845881348681,0.2272237501769388,4511,14,talking to,0.028820826137087474,0.3627830495231278,4511,8,:/,0.023283767284085252,0.4006829545338107,4511,22
346,up for,0.031912252895525073,0.2272237501769388,4511,16,and you,0.028817698817208571,0.3627830495231278,4511,11,cause,0.023262833125144846,0.40093569365493475,4511,740
347,catch,0.031862494276519111,0.22853877554923135,4511,9,when the,0.02878859853464933,0.3633315422203883,4511,5,"say ,",0.023136411894275795,0.4068322689914532,4511,5
348,are going,0.031840182378441814,0.22853877554923135,4511,7,as a,0.02876230595048871,0.3633315422203883,4511,11,writing,0.0231006454484949,0.407382004140007,4511,7
349,it on,0.031835384713391784,0.22853877554923135,4511,6,. why,0.028757940342010693,0.3633315422203883,4511,6,thankful,0.023079595047118342,0.4080615027108029,4511,7
350,status,0.03172885240137046,0.23186485254657407,4511,14,in one,0.02874883751963864,0.3633315422203883,4511,8,anybody,0.023038635662552907,0.4098253977461988,4511,7
351,- -,0.031708167460856147,0.23186485254657407,4511,42,me in,0.028680586598794404,0.36621971523623054,4511,7,ya,0.022973637903592491,0.4124429253246163,4511,24
352,meet,0.031687768578061881,0.23197967784033893,4511,12,last time,0.02866413124258621,0.36621971523623054,4511,6,thankful for,0.022911588301217686,0.4133563878167635,4511,5
353,can't,0.031675759001147288,0.23197967784033893,4511,89,a nice,0.028648380878055203,0.36621971523623054,4511,7,girlfriend,0.022905125008027768,0.4133563878167635,4511,6
354,! yay !,0.031653520973090994,0.23229897721483267,4511,7,night .,0.028639054939310096,0.36621971523623054,4511,9,being a,0.02289407589127487,0.4133563878167635,4511,7
355,ttag:TNI,0.031412738877337816,0.2395627253229494,4511,104,much .,0.028564407095256174,0.36872881394049417,4511,9,dont know,0.022891595488611447,0.4133563878167635,4511,11
356,! ! lol,0.031359599653033657,0.24112604194898257,4511,5,the most amazing,0.028530554982821046,0.36872881394049417,4511,5,them,0.022888954740418837,0.4133563878167635,4511,69
357,! i,0.031309788008415537,0.24256438767514746,4511,66,beach,0.028522016348376804,0.36872881394049417,4511,8,:) <3,0.02286801597000351,0.4140389424980247,4511,5
358,night,0.03124042198138445,0.2448004898203967,4511,123,time in,0.028390168994098498,0.37462081032662126,4511,6,da,0.022855203549408384,0.41427714103831587,4511,13
359,gettin,0.03116912460620332,0.2468826418544435,4511,8,knew,0.028347705087996881,0.3756585749880398,4511,12,everyone,0.022830909651090296,0.41514512313474383,4511,60
360,little bit,0.031161371307207669,0.2468826418544435,4511,6,most amazing,0.028277544245168641,0.37649940118119757,4511,5,right ?,0.022803622787269922,0.41571494680465726,4511,6
361,it will be,0.031007210295221941,0.25207760649619176,4511,5,i had to,0.028275421754489164,0.37649940118119757,4511,7,is being,0.02273920522601686,0.4182305457137976,4511,7
362,VERBS,0.030970888746549165,0.25301021568743653,4511,8549,and,0.0282605394084301,0.37649940118119757,4511,850,a happy,0.02271604627746145,0.4182305457137976,4511,6
363,the last,0.030921317238601056,0.2542103927665978,4511,10,& amp,0.028242386634645043,0.37649940118119757,4511,68,can do,0.022708962698965558,0.4182305457137976,4511,6
364,this status,0.030880682332645702,0.25504349848708874,4511,6,amp ;,0.028242386634645043,0.37649940118119757,4511,68,me happy,0.022669605049420945,0.41883940571746536,4511,6
365,in on,0.030854031723474045,0.25558252648773006,4511,5,won't,0.028138177521865759,0.38088444369933233,4511,18,r,0.022662637171045732,0.41883940571746536,4511,30
366,wedding,0.030792211710157995,0.2569018302025306,4511,5,has,0.028121171029311172,0.381043999876536,4511,100,exams,0.022545081790833844,0.42298742661044764,4511,7
367,great night,0.030770585367550899,0.2569018302025306,4511,7,couple,0.028062569004433043,0.3820087022050912,4511,10,why are,0.022534441228774769,0.42298742661044764,4511,5
368,my family,0.030763825428078199,0.2569018302025306,4511,10,i've,0.028035401699448473,0.3820087022050912,4511,38,watching the,0.022518833671530333,0.42298742661044764,4511,8
369,! ? ?,0.030668802798207967,0.2598715095367794,4511,5,-_-,0.028033640986665609,0.3820087022050912,4511,8,wishing,0.02251577050908609,0.42298742661044764,4511,5
370,ttag:XXXX-SP,0.030642826766162205,0.2598715095367794,4511,7,the whole,0.02779586363985646,0.38907853424081557,4511,11,rest,0.022505006794141132,0.42298742661044764,4511,15
371,ttag:XXXX-WXX-4,0.030642826766159294,0.2598715095367794,4511,7,i'm glad,0.027772671949166071,0.38907853424081557,4511,7,happy .,0.022504645090636727,0.42298742661044764,4511,5
372,... we,0.030627127228848441,0.25996179220613513,4511,5,thanks for,0.02775722173914132,0.3891688418560831,4511,9,hates,0.022496999432286238,0.42298742661044764,4511,11
373,so good,0.030568565786713763,0.26129752614209173,4511,6,hell,0.027584569631116107,0.3976391208498418,4511,31,wanna be,0.022481262156772441,0.42298742661044764,4511,6
374,:d,0.030480730382150885,0.2644713332195589,4511,81,one .,0.027534693984810406,0.399102781593013,4511,5,>,0.022480489216878424,0.42298742661044764,4511,151
375,! ! my,0.030374648659745727,0.2667176079879016,4511,9,& amp ;,0.027498946380603642,0.399899584924279,4511,68,how,0.022452719078230956,0.42329555807484026,4511,146
376,yes !,0.030359612479482823,0.26678736481107057,4511,7,years ago,0.027465651938884679,0.40031313252888695,4511,5,wanting,0.022428586841453792,0.42393676852066164,4511,5
377,1,0.030181088164998749,0.2716901468063397,4511,54,really good,0.027459249304363127,0.40031313252888695,4511,9,is that,0.022382013602826777,0.42514059819678846,4511,13
378,of a,0.030178392518680972,0.2716901468063397,4511,23,an,0.027338398913128743,0.40679255945583326,4511,111,-.-,0.022362023097851638,0.4253322663840311,4511,10
379,be able to,0.030166661482390705,0.2716901468063397,4511,6,especially,0.027136330286852545,0.4173686719166847,4511,5,is like,0.022168876445104912,0.43241904448237506,4511,9
380,price,0.030086220583940532,0.27347152851540185,4511,5,she,0.027122681547926453,0.4173686719166847,4511,124,i'm so,0.02213688263400897,0.4328287874649468,4511,13
381,goodnight,0.029995880957152464,0.2754364524987901,4511,9,just like,0.027111338977268133,0.4173686719166847,4511,6,want to,0.022070143840857089,0.43414382637405075,4511,65
382,shall,0.029988806459153847,0.2754364524987901,4511,7,so many,0.027096753338356309,0.41742017505913714,4511,10,free,0.022033978626852552,0.43414382637405075,4511,14
383,spend,0.029961845625098436,0.2758361330613203,4511,9,power,0.027025233379986004,0.4206740713795311,4511,7,rock,0.021993247000337258,0.43491991914116984,4511,8
384,excited to,0.0299464634553358,0.2758361330613203,4511,5,moment,0.026979097189908575,0.42218966810003355,4511,12,doing,0.021980230244058745,0.43501847968149165,4511,38
385,getting,0.029915401287482345,0.2762345348417492,4511,65,things i,0.026923195377706204,0.42483851565015235,4511,6,of your,0.021935835618314258,0.43540645385654864,4511,7
386,be able,0.029905206893369882,0.2762345348417492,4511,6,used,0.02684769909214961,0.42828859516687373,4511,10,future,0.021915364851705695,0.43565982081578336,4511,537
387,shut up,0.029880216463027225,0.2767628447095206,4511,7,my best,0.026841153238132794,0.42828859516687373,4511,9,know what,0.021915118959007471,0.43565982081578336,4511,14
388,school .,0.029818684535827335,0.27891545938418694,4511,8,caught,0.026626660996111679,0.43674689058193944,4511,5,of being,0.021869881437343235,0.43728997356960125,4511,6
389,is it,0.029739888177001024,0.2818560270501022,4511,23,on it,0.026557545865586587,0.4394460947596663,4511,6,.... ! !,0.021810314998501799,0.43890744175073876,4511,7
390,to try,0.029725562377088562,0.28191497423018885,4511,5,. go,0.026499826662019294,0.44178656575831327,4511,5,you dont,0.021806699396798107,0.43890744175073876,4511,5
391,we need,0.029602647909842,0.2868845775126059,4511,6,y,0.02643747375280733,0.4439707784341505,4511,7,.... !,0.02180074046166372,0.43890744175073876,4511,7
392,and a,0.029587256856347732,0.2869932830102131,4511,22,time with,0.026433477836536618,0.4439707784341505,4511,7,i cannot,0.02162606874130819,0.4448874923848219,4511,6
393,thanksgiving,0.029506725740610994,0.29008248696496997,4511,8,! http://t.co,0.026287759096397603,0.4504064205332383,4511,14,means,0.021614655971642326,0.4448874923848219,4511,6
394,"bed ,",0.029466449402067666,0.29133823675034864,4511,5,17,0.026260927114254456,0.4504064205332383,4511,6,jesus,0.021608189079033179,0.4448874923848219,4511,5
395,i think i,0.029434419339520984,0.2922176341260095,4511,12,simple,0.02625307021572942,0.4504064205332383,4511,5,seriously,0.021605098011986231,0.4448874923848219,4511,21
396,work at,0.029383372269089013,0.2939812036503525,4511,5,good .,0.026252866056272171,0.4504064205332383,4511,9,stomach,0.021598751758930515,0.4448874923848219,4511,5
397,just have,0.029365225998715258,0.29422272382866715,4511,8,fun,0.026247543860605804,0.4504064205332383,4511,46,! :-),0.021598412309079062,0.4448874923848219,4511,6
398,the gym,0.0292461469339368,0.2976661582044753,4511,7,laughing,0.026126195563457383,0.45529905500507273,4511,9,this is,0.021578644496018901,0.44546407022506024,4511,48
399,merry,0.029239767828485051,0.2976661582044753,4511,5,of work,0.026098629322834289,0.45623884212203647,4511,6,is my,0.021572231678649516,0.44546407022506024,4511,11
400,want it,0.029084997012831685,0.3025433518704679,4511,6,job,0.026017953495842506,0.46070622238063613,4511,24,own,0.021507127541065391,0.4481111584791716,4511,19
401,harry potter,0.029056586104173467,0.30267116575679887,4511,5,fun .,0.025948594082817137,0.46190020847569324,4511,6,like you,0.021480495721464984,0.4481111584791716,4511,7
402,the next,0.029030924365822299,0.30328270280098885,4511,7,to stop,0.025936651754401321,0.46190020847569324,4511,6,say,0.021476939424767794,0.4481111584791716,4511,74
403,a good,0.028969948039222877,0.30406929275237,4511,48,math,0.025933609998189555,0.46190020847569324,4511,11,why does,0.021465171143983094,0.4481111584791716,4511,7
404,is finally,0.028966170858112178,0.30406929275237,4511,5,so damn,0.025898695891973238,0.4628665584385993,4511,5,giving,0.021435664498585746,0.4491431742305553,4511,6
405,the night,0.028950818597495001,0.30406929275237,4511,8,funny,0.025873500534284433,0.4628665584385993,4511,21,friends,0.021385506041703802,0.45155038570080586,4511,217
406,- - -,0.028899396512034697,0.3057382499602792,4511,28,of his,0.025868128512351492,0.4628665584385993,4511,5,stand,0.021326643510802153,0.4531574544980163,4511,10
407,! :p,0.028884343183050398,0.3057382499602792,4511,5,ttag:XXXX-WE,0.02586631739959944,0.4628665584385993,4511,30,weather,0.021319753224533798,0.4531574544980163,4511,19
408,date,0.028830346366440641,0.30689892023401993,4511,6,pic,0.025839784821946044,0.46291549616518984,4511,9,of you,0.021317650323397136,0.4531574544980163,4511,11
409,", my",0.028763814407570351,0.30818454005431184,4511,9,ttag:PT1H,0.025839305733742782,0.46291549616518984,4511,27,like it,0.021251175355302306,0.4554168993005352,4511,14
410,clean,0.028726270899132281,0.30871425731994584,4511,11,at school,0.025803274837253969,0.4641519052398283,4511,8,facebook,0.021235991066398337,0.4555655668239194,4511,28
411,looks,0.028715283066698308,0.30871425731994584,4511,16,i would,0.025775659895217171,0.4641519052398283,4511,19,gives,0.021189447176989385,0.456382364395998,4511,6
412,site,0.028698271672450065,0.3089326871162553,4511,5,a great,0.025739003944827428,0.46524361380891804,4511,25,internet,0.021168924399376305,0.45669323896608494,4511,9
413,with me,0.028594257921902816,0.31253451984242037,4511,17,done with,0.025614168247316847,0.47099356425767724,4511,10,... ! !,0.021111663789721707,0.4581726069496649,4511,11
414,let,0.02851278820823749,0.31428923511710305,4511,45,. hope,0.025559760034519131,0.4729101340234003,4511,8,lazy,0.021041152137994495,0.46087560613974654,4511,6
415,hope i,0.02848236660992361,0.31516688633008944,4511,6,box,0.025537027218315151,0.4735696035628861,4511,5,i miss you,0.020942489492255818,0.4624602015755673,4511,6
416,food,0.028456067460835059,0.31555247861363084,4511,17,of the,0.025488514158216083,0.4750994894318461,4511,72,day !,0.020910478297651202,0.4629374930455939,4511,26
417,potter,0.028446589474850396,0.31555247861363084,4511,5,! http://t.co /,0.025456461219852438,0.4755145585515873,4511,14,nice,0.020797846290800951,0.46635517041208174,4511,32
418,to finish,0.028284925543440188,0.3212184763147145,4511,6,too .,0.025452837108040031,0.4755145585515873,4511,9,ttag:THANKSGIVING,0.020701865975152962,0.4693836099907158,4511,7
419,club,0.028203430086059245,0.3230095448129302,4511,11,the first,0.025433697414228618,0.4755145585515873,4511,17,she is,0.020691353765862373,0.4693836099907158,4511,7
420,for it,0.028200995527428545,0.3230095448129302,4511,5,gets,0.025430815499423009,0.4755145585515873,4511,22,i look,0.020656568746221286,0.4699656792870337,4511,12
421,i want to,0.028199711869495069,0.3230095448129302,4511,19,until i,0.025409131931402221,0.47611244388171103,4511,5,to all the,0.020651733842525246,0.4699656792870337,4511,6
422,ttag:P5D,0.028121804975139577,0.32598952569761835,4511,5,them .,0.025380491769220474,0.4771830767607139,4511,7,d .,0.020650384567737205,0.4699656792870337,4511,5
423,either,0.028115293313107959,0.32598952569761835,4511,10,damn,0.025285670055042085,0.4809958030509678,4511,45,real,0.020631606530409258,0.4706086636887936,4511,25
424,senior,0.02809424879530233,0.32643141304848555,4511,5,with,0.025273186516835223,0.4809958030509678,4511,361,i like,0.0205505093384491,0.4735370360322966,4511,27
425,?,0.028031902296234795,0.32789732516095205,4511,790,moved,0.025236394236254706,0.48214943927219645,4511,5,my little,0.020529524982118023,0.473616619534927,4511,6
426,have a great,0.027958721533130795,0.3295507159729007,4511,6,was so,0.025205310622702082,0.48214943927219645,4511,7,", i don't",0.02051269849087561,0.473616619534927,4511,5
427,coffee,0.0279509848306418,0.3295507159729007,4511,17,... so,0.025045711785017223,0.4855455323205314,4511,8,now !,0.020485286194100307,0.4746476361467452,4511,7
428,ttag:P1Y,0.027947059598563403,0.3295507159729007,4511,13,&,0.025029330575568103,0.4855455323205314,4511,126,stuck,0.02045251325845588,0.47476993064006906,4511,10
429,... then,0.027892682443571744,0.33167799861604697,4511,6,to me,0.024924622685679639,0.49100692514014965,4511,26,your own,0.020421949587746499,0.47565821939325736,4511,5
430,no !,0.027839636988694735,0.3331397456729598,4511,5,a long,0.024836116475521284,0.49452467337135336,4511,17,:( (,0.020412805605073161,0.4757450796963065,4511,5
431,that would,0.027790064905704424,0.33504177117396694,4511,9,blast,0.024800272055261214,0.4952777884833278,4511,5,here !,0.02035020883213939,0.47672418550847184,4511,7
432,on,0.027755613748716147,0.3355720616194461,4511,413,", and i",0.024780487577418079,0.4957850577551826,4511,9,follow back,0.020243779912527321,0.4800740522936533,4511,7
433,goin,0.027589836329608795,0.3410089167130938,4511,14,to him,0.024708893207759302,0.49847432912134393,4511,8,my name,0.020151075259750139,0.4815136728171805,4511,8
434,track,0.027536462203140714,0.34312272870529237,4511,5,there .,0.024657719532558624,0.5008613631242559,4511,6,how you,0.02008800382959176,0.4840538469580044,4511,7
435,a bit,0.027518077534320513,0.34344593240612753,4511,9,must be,0.024639981126654723,0.5012336582217565,4511,7,all of,0.020057387579615726,0.48500151588411144,4511,16
